CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"160,049",VAVTF0101,Central Virginia Regional Narcotics Task Force,18,
"160,046",IL0571600,Task Force 6,"20,000",
"160,035",CA0040000,Butte County Sheriff's Office,"3,042",
"160,030",VA122015A,VA Office of the Attorney General,,"83,811"
"160,015",VA122015A,OAG,,"8,119"
"160,008",VA122015A,Office of the Attorney General,,"1,140,160"
"160,007",VA122015A,Office of the Attorney General of Virginia,"2,666","775,770"
"159,998",AZ0140000,YUMA COUNTY SHERIFF'S OFFICE,"164,647",
"159,990",CA0349496,CA DOJ Division of Law Enforcement,"3,525",
"159,985",MOEQ00221,Regional Computer Crimes Education and Enforcement Group,"1,063,859",
"159,979",VA122015A,Office of Attorney General,,"8,120"
"159,967",CA0190036,Los Angeles County Sheriff's Office,"39,850",
"159,965",VA122015A,Office of Attorney General,,"226,558"
"159,963",NYDEA0900,Westchester County DEA/ Narcotics Task Force,"278,250",
"159,961",GA0560000,Fayette County Sheriff's Office,"13,334",
"159,960",VA122015A,Office of the Attorney General,,"197,590"
"159,959",IAEQ00184,Johnson County Multi-Agency Drug Task Force,"21,437",
"159,956",KY0100400,FIVCO Area Drug Enforcement Task Force,,"1,701"
"159,952",VA122015A,Office of the Attorney General,,"350,680"
"159,948",VA122015A,OFFICE OF THE ATTORNEY GENERAL,,"59,540"
"159,948",VAVTF0101,CENTRAL VIRGINIA REGIONAL NARCOTICS TASK FORCE,18,
"159,946",KY0240600,Pennyrile Narcotics Task Force,,"8,426"
"159,930",NY044013A,ST. LAWRENCE COUNTY DISTRICT ATTORNEY,"1,207",
"159,911",NY0590000,Westchester County DEA Task Force,"107,623",
"159,905",VA122015A,Office of the Attorney General of Virginia,,"166,664"
"159,897",GAGSP0000,Georgia Department of Public Safety,"11,753",
"159,889",CA0560000,Ventura County Comb. Agency Task Force (Ventura Sheriff),"6,642",
"159,888",WV0490600,Mountain Region Task Force,"1,500",
"159,871",VA122015A,Office of the Attorney General,,"86,604"
"159,855",CAEQ00281,INCA Task Force,,"64,848"
"159,850",VA122015A,"Office of Attorney General, Richmond, Virginia",,"178,856"
"159,847",GAQNGCD02,Georgia National Guard,"175,265",
"159,845",IA0070300,"City of Waterloo, Iowa",,"17,100"
"159,844",VA122015A,Office of the Attorney General,,"153,617"
"159,830",VA122015A,Office of the Attorney General,,"5,413"
"159,791",CA0300000,Orange County Sheriff Department,447,
"159,783",KY0240603,Pennyrile Narcotics Task Force,,"16,852"
"159,775",VA122015A,Office of Attorney General,,"591,000"
"159,757",MADEA0100,Organized Crime Drug Enforcement Task Force,"44,992",
"159,743",VA122015A,Office of the Attorney General of Virginia,,"2,706"
"159,735",VA122015A,Office of the Virginia Attorney General,,"609,249"
"159,728",VA122015A,VA Attorney General's Office,,"10,825"
"159,724",GA0940000,MCDUFFIE COUNTY SHERIFF'S OFFICE,"24,708",
"159,724",GA1550200,TUNNEL HILL POLICE DEPARTMENT,,"49,947"
"159,722",CT0007700,Manchester Police Department,835,
"159,712",NY043013A,Rockland County District Attorneys Office,"2,299",
"159,712",NY043013G,Rockland County Department of Probation,"1,378",
"159,704",CA0349496,California Department of Justice / DLE,"4,692",
"159,673",VA122015A,Virginia OAG,,"10,825"
"159,665",NY030023A,"DISTRICT ATTORNEY, NEW YORK COUNTY",658,"189,444"
"159,662",VA062013A,Nelson County Commonwealth's Attorney Office,,"5,413"
"159,627",NMTF01003,Middle Rio Grande Valley Region 1 Drug Task Force,"20,000",
"159,622",MO0950000,St. Louis County Police Department Drug Taskforce,"10,452",
"159,618",GA0560000,Fayette County Sheriffs Office,"6,544","2,801"
"159,614",VA122015A,Treasury Funds,,"2,706"
"159,611",CA0360000,San Bernardino County Sheriff's Department,"9,278",
"159,603",VA122015A,Office of the Attorney General,,"241,954"
"159,601",VA122015A,Attorney General of Virginia,,"184,006"
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,494,
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,323,
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,442",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,765,
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,070",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"22,904",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,131",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"3,618",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,732",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,074",
"159,595",NY0050200,FINGER LAKES DRUG TASK FORCE,"1,176",
"159,590",VA122015A,Office of the Attorney General,,"37,889"
"159,577",CA0192KOX,LA IMPACT,"21,047",
"159,569",VA122015A,"Commonwealth of Virginia, Office of the Attorney General",,"73,483"
"159,566",VTVSP0505,Vermont Drug Task Force,"1,651",
"159,560",CA0501800,Stanislaus Drug Enforcement Agency,"5,372",
"159,557",WV0230900,US 119 DRUG AND VIOLENT CRIMES TASK FORCE,109,
"159,547",SC0260900,15th Circuit Solicitor's Drug Enforcement Unit,,"20,940"
"159,536",VA122015A,Office of the Attorney General,,"29,770"
"159,532",IAEQ00184,Johnson County Drug Task Force,"21,437",
"159,526",CA0300045,Orange County Sheriff's Office,"5,606",
"159,516",VA122015A,Office of Attorney General,,"24,357"
"159,512",VA122015A,Virginia Office of the Attorney General,,"225,375"
"159,491",IL0569400,North Central Narcotics Task Force,650,"2,838"
"159,486",VA122015A,"Virginia Office of Attorney General, Richmond, Va 23219",,"122,870"
"159,446",VA122015A,Virginia Office of the Attorney General,,"5,413"
"159,445",OR0220000,"Linn County Sheriff's Office, Albany, Oregon","3,935",
"159,419",NC0650000,New Hanover County,"39,140",
"159,414",GAEQ06700,Gwinnett Metro Task Force,"2,000",
"159,391",VA122015A,Office of the Attorney General,,"2,706"
"159,388",VA122015A,Office of the Attorney General,,"90,726"
"159,388",VA122015A,Office of the Attorney General,,"99,500"
"159,388",VAVSP0000,Virginia State Police,"17,227",
"159,385",VA122015A,Virginia Office of the Attorney General,,"67,252"
"159,384",WV0261200,Marshall County Drug Task Force,"3,720",
"159,383",VA122015A,Office of the Attorney General,,"111,303"
"159,383",VAVSP0000,Virginia State Police,"2,162",
"159,371",CA0501800,STANISLAUS DRUG ENFORCEMENT AGENCY,"2,671",
"159,359",WY0110400,Wyoming Division of Criminal Investigations,414,
"159,353",VA122015A,OFFICE OF THE ATTORNEY GENERAL,,"407,382"
"159,350",VA122015A,Office of Attorney General,,"121,565"
"159,313",GAGSP0000,GEORGIA DEPARTMENT OF PUBLIC SAFETY,274,
"159,313",GAGSP0000,GEORGIA DEPARTMENT OF PUBLIC SAFETY,176,
"159,311",UT0271600,Washington County Drug Taskforce,"15,000",
"159,306",VA122015A,Office of the Attorney General of Virginia,,"299,761"
"159,285",CA0300045,Orange County Sheriff's Department,"123,370",
"159,263",VA122015A,Office of the Attorney General of Virginia,,"92,625"
"159,250",VA122015A,Office of the Attorney General of Virginia,,"10,825"
"159,242",VA122015A,Office of the Attorney General,,"21,651"
"159,242",VAVTF0101,"Central VA Regional Narcotics Task Force,2430 Southland Dr,Suite A, Chester, VA 23831",18,
"159,239",UT0271600,Washington County Drug Task Force,"13,647",
"159,229",VA122015A,Office of the Attorney General,,"76,262"
"159,226",VA1020200,Jefferson Area Drug Enforcement Task Force,409,
"159,204",VA122015A,Virginia Office of the Attorney General,,"25,011"
"159,204",VAVSP0000,Blue Ridge Narcotics Task Force,"5,131",
"159,189",OH0250000,Franklin County's Sheriff&apos;s Office,"25,993",
"159,175",VA122015A,OFFICE OF ATTORNEY GENERAL (OAG),,"32,500"
"159,175",VAVSP0000,VIRGINIA STATE POLICY,"2,162",
"159,159",432000174,DHS/ICE,,"12,641"
"159,153",VA122015A,Attorney General,,"2,706"
"159,150",VA122015A,Virginia Office of Attorney General,,"2,706"
"159,146",VA122015A,Commonwealth of Virginia Office of the Attorney General,,"145,909"
"159,144",CA0013700,Alameda County Narcotics Task Force,"13,291",
"159,137",ILEQ00030,Eastern Illinois Safe Streets Task Force,"3,927",
"159,134",MI6338900,City of Farmington Hills,"55,003",
"159,106",VA122015A,Virginia Attorney General,,"48,403"
"159,099",CAEQ00315,MAVMIT,"10,313",
"159,084",CT0003702,"Valley Street Crime Unit, Shelton, CT","9,829",
"159,067",CT0007710,"Manchester, Connecticut Police Department",835,
"159,054",VA122015A,Office of the Attorney General,,"40,855"
"159,043",VA122015A,Attorney General's Office,,"27,064"
"159,025",VA122015A,Office of the Attorney General,,"16,238"
"159,022",NY006013A,Chautauqua County District Attorney's Office,"1,715",
"159,022",NY0600000,Chautauqua County Sheriff's Office,"4,104",
"159,017",FL0010000,Alachua County Sheriff's Office,"4,731",
"159,013",IAEQ00184,Johnson County Multi Agency Drug Task Force,"6,305",
"159,012",SC0260900,Fifteenth Judicial Circuit Drug Unit,,"27,439"
"159,005",VA122015A,Office of the Attorney General,,"95,067"
"159,005",VAVSP0000,Commonwealth of Virginia; Dept. of State Police,"2,162",
"159,002",MI8218200,Wayne County Sheriff Department,"125,869",
"158,999",VA092013A,"Tazewell Commonwealth Attorney, Tazewell, VA",,"110,353"
"158,999",VA122015A,Commonwealth of Virginia,,"113,089"
"158,979",NM0010000,Mid Rio Grande Valley Drug Task Force,"20,778",
"158,971",VA122015A,Attorney General of Virginia,,"13,532"
"158,961",MA005015A,Eastern District Attorney,"22,060",
"158,959",VA122015A,Virginia Office of Attorney General,,"55,604"
"158,920",VA122015A,Virginia Office of the Attorney General,"13,532",
"158,918",VA122015A,Office of the Attorney General,,"85,736"
"158,917",UT0271600,"Washington County Area Task Force, St. George, UT","8,000",
"158,894",WA0272600,Tacoma Regional Task Force AKA Tacoma Narcotics Enforcement Team (TNET),"4,445",
"158,878",VA122015A,Commonwealth of Virginia Attorney General,,"2,706"
"158,870",VA122015A,Office of the Attorney General of Virginia,,"13,532"
"158,853",VA122015A,Office of Attorney General,,"9,971"
"158,830",SC0260900,Fifteenth Judicial Circuit Drug Enforcement Unit,"41,846",
"158,828",VA122015A,Virginia Office of the Attorney General,,"27,064"
"158,822",VA122015A,Office of the Attorney General,,"161,397"
"158,814",VA122015A,Attorney General,,"8,119"
"158,809",VA122015A,OAG,,"16,238"
"158,771",VA122015A,OFFICE OF THE ATTORNEY GENERAL,,"18,945"
"158,758",IA070013A,Muscatine County Attorney's Office,"31,674",
"158,739",VA122015A,"Office of the Attorney General, Virginia",,"10,825"
"158,729",VA122015A,Office of the Attorney General,,"5,412"
"158,713",VA122015A,Office of the Attorney General,,"67,659"
"158,707",VA122015A,Office of the Attorney General,,"129,602"
"158,697",AKAST0100,Alaska State Troopers,"2,449",
"158,688",MA008015A,Northwestern District Attorney's Office,724,
"158,679",NCDEA03S0,US DEA,"4,030",
"158,665",WV0203600,"City of Charleston - MDENT Charleston, WV","1,543",
"158,638",VTVSP0000,VT State Police,"5,490",
"158,615",WV0200200,"Charleston Police Department-City of Charleston, WV","12,894",
"158,563",VA122015A,Virginia Office of the Attorney General,,"29,750"
"158,556",VAVSP0000,Commonwealth of VA Dept. of State Police,"2,162",
"158,542",KY0100400,FIVCO Area Drug Enforcement,"1,701",
"158,515",NV0160000,Regional Street Enforcement Team,"15,962",
"158,499",VA122015A,Virginia Attorney General's Office,,"46,900"
"158,474",VTVSP0000,VT Department of Public Safety,"2,226",
"158,459",CA0190036,LOS ANGELES COUNTY SHERIFF,,"1,692"
"158,459",CA0192KOX,LA IMPACT,"10,050",
"158,459",CA0360000,SAN BERNARDINO SHERIFF,"9,176",
"158,444",WV0351000,Ohio Valley Drug and Violent Crime Task Forc,"21,257",
"158,429",CT0012600,Valley Street Crime Unit  Shelton Police Department,"9,829",
"158,416",WA0341800,Thurston County Narcotics Task Force,"2,759",
"158,388",UT0271600,"Washington County Area Drug Task Force, St. George, UT","31,500",
"158,349",SC0260900,15th Circuit Drug Enforcement Unit,"18,774","2,559"
"158,347",MI4114100,Kent Area Narcotics Enforcement Team/Kent County Sheriff's Dept,"8,758",
"158,331",SC0260900,15th Circuit Drug Enforcement Unit,639,
"158,330",SC0260900,15th Circuit Drug Enforcement Unit,"1,205","1,783"
"158,328",CTSS10750,UNITED STATES SECRET SERVICE,,"2,879"
"158,303",NEEQ00280,Southeast Area Drug Enforcement,"3,337",
"158,263",CA0570310,YONET,,"12,170"
"158,242",IL0842500,ILLINOIS STATE POLICE,368,
"158,237",NY043013A,Rockland County District Attorney,"53,856",
"158,233",KY0100400,FIVCO/FADE TASK FORCE,"1,701",
"158,227",IL0569400,ISP North Central Narcotics Task Force,"2,374",
"158,227",IL0569400,ISP North Central Narcotics Task Force,"1,299",
"158,227",IL0569400,ISP North Central Narcotics Task Force,"2,871",
"158,227",IL0569400,ISP North Central Narcotics Task Force,431,
"158,153",IL016C400,Narcotics and Currency Interdiction Task Force,"12,313",
"158,071",PA022013A,Dauphin County Drug Task Force,"5,000",
"158,066",PA022013A,Dauphin County Drug Taskforce,"1,000",
"158,046",WA0340000,Thurston County Sheriff's Office,"5,009",
"157,974",NY0510000,Suffolk County sheriff's Office Port Scty & Marine Law Enf Task Force,"18,424",
"157,974",NY051013A,"Suffolk County District Attorney ""East End Stop DWI Task Force&quot;","6,220",
"157,969",ARASPOOES,Arkansas State Police,"28,849",
"157,952",WV0203600,Metropolitan Drug Enforcement Network Team,"9,372",
"157,884",NYDEA0900,DEA / Westchester County Narcotics Task Force,"160,918",
"157,876",NY051013A,SUFFOLK COUNTY DISTRICT ATTORNEY,"5,808",
"157,866",MI6397507,COMET - County of Macomb Enforcement Team,"50,000",
"157,840",NJ0021400,Bergen County Prosecutor's Office,553,
"157,794",ILEQ00030,East Central IL Safe Street Task Force,0,
"157,790",IL0990000,Will County Sheriffs Office Gang Suppression Unit,"5,000",
"157,757",NY016013A,Franklin County District Attorney,"5,000",
"157,726",IL0569400,NCNTF,"1,299","5,676"
"157,619",CA0331300,RIVERSIDE POLICE DEPARTMENT,"5,000",
"157,619",CA0349496,CALIFORNIA DOJ- DIVISION OF LAW ENFORCEMENT,"1,601",
"157,619",CA0360075,IRNET TASK FORCE,"226,208",
"157,619",CAEQ00281,INCA,"36,432","81,717"
"157,618",KS0230100,Douglas County Kansas,"2,408",
"157,607",NY001015G,NYS Dept of Corrections and Community Supervision,"62,158","288,649"
"157,506",MN0480000,North Central Drug Task Force,"1,104",
"157,503",PA051011A,Phila. District Attorney Public Nuisance Task Force,"35,555",
"157,497",NYDEA0900,Westchester County Narcotics DEA Task Force,"369,675",
"157,494",MI6397597,"Oakland County Sheriff Narcotic Enforcement Team  Pontiac, MI","34,982",
"157,445",WI0460000,Ozaukee County Sheriff's Office,"6,000",
"157,392",IL0571600,Task Force 6,"20,000",
"157,376",OHEQ00081,Warren County Drug Task Force,"52,178",
"157,316",NY011013A,Cortland County District Attorney's Office,"163,297",
"157,276",LA0361800,Orleans Parish Civil Sheriff's Office,"39,616",
"157,247",MO0270100,THE BUREAU OF JUSTICE ASSISTANCE,"2,015",
"157,246",NYDEA0900,Westchester County Narcotics Task Force,"123,227",
"157,191",OH0290000,Greene Co. Sheriff Office,"6,494",
"157,123",NY0580000,WAYNE COUNTY OFFICE OF THE SHERIFF,"1,000",
"157,123",NY0582000,VILLAGE OF NEWARK POLICE,"1,000",
"157,123",NY0583000,TOWN OF MACEDON POLICE,"1,000",
"157,099",IN0710200,South Bend Police Department,"9,556",
"157,055",WI0680000,Waukesha County Sheriff's Department,"8,685",
"157,015",NJ0001289,"Middlesex County Prosecutor's Office, New Brunswick, NJ","2,525",
"156,999",NY051013A,Suffolk County District Attorney's Office,"24,189",
"156,971",MNEQ00244,West Metro Drug Taskforce,"20,000",
"156,958",OHCLP0000,Cleveland Division of Police,"129,768",
"156,934",AKAST0100,STATE OF ALASKA,200,350
"156,874",AR0230900,20th Judicial District Drug Crime Task Force,"10,000",
"156,815",IN0330000,HENRY COUNTY,"74,811",
"156,790",AR068013A,Third Judical Dist. Prosecuting atty.,"1,031",
"156,790",ARUSM02S0,US Marshals Service,"6,027",
"156,721",OH0290000,GREENE COUNTY SHERIFF'S OFFICE,"114,546",
"156,703",GAGSP0000,Department of Public Safety,"3,859",245
"156,692",NY043013A,Rockland County NY District Attorney,"382,443",
"156,692",NYINSAL00,Immigration Customs Enforcement (ICE) (Funds received 2007),,"11,682"
"156,657",NY043013A,Rockland County NY District Attorney,"382,443",
"156,657",NYINSAL00,Immigration Customs Enforcement (ICE) (Funds received 2007),,"11,682"
"156,630",GAGSP0000,DEPARTMENT OF PUBLIC SAFETY,"3,912",
"156,627",NJ017023A,Salem County Prosecutors Office,"21,988",
"156,606",NY0510000,Suffolk County Sheriff Department,"4,987",
"156,594",WAEQ00208,South Snohomish County Narcotics Task Force,"23,336",
"156,569",MI2500700,"FLINT AREA NARCOTICS GROUP, FLINT, MICHIGAN","24,821",
"156,568",NJ002023A,Bergen County Prosecutor's Office,"9,426",
"156,534",TX0610000,Denton County Sheriff Office,"17,839",962
"156,497",WV0351000,Ohio Valley Drug Task Force,"8,779",
"156,477",TX0610200,Denton County Sheriff's Office,"43,172","2,328"
"156,427",ARASP00ES,Arkansas State Police,"7,534",
"156,415",NH0080000,Rockingham County Sheriff's Department,"1,344",
"156,394",CA0450000,Shasta County,"10,788",
"156,394",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,393",CA0450000,Shasta County,"10,788",
"156,393",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,392",CA0450000,Shasta County,"10,788",
"156,392",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,391",CA0450000,Shasta County,"10,788",
"156,391",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,390",CA0450000,Shasta County,"10,788",
"156,390",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,389",CA0450000,Shasta County,"10,788",
"156,389",CA0560000,Shasta County Sheriff's Office,"10,788",
"156,362",OH0090000,Butler County Sheriff's Office,"8,388",
"156,346",OHEQ00316,Regional Area Narcotics & Gun Enforcement Task Force,625,
"156,324",AKAST0100,"State of Alaska, Department of Public Safety",200,350
"156,307",IN0020000,ALLEN COUNTY SHERIFF'S DEPARTMENT,"3,000",
"156,304",IN0020000,ALLEN COUNTY SHERIFF'S DEPARTMENT,"5,000",
"156,259",NJ002023A,Bergen County Prosecutors Office,520,
"156,253",CA0192KOX,"L.A. Impact, City of Laverne","41,388",
