CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"160,303",GA048015A,Douglas County District Attorney,311,
"160,303",GA0600000,Fulton County Sheriff's Office,"1,373",
"160,303",GA060015A,Fulton County District Attorney,"5,325","4,092"
"160,303",GA067015A,Gwinnett County District Attorney,"4,019","2,654"
"160,303",GA069015A,Hall County District Attorney,,350
"160,303",GA071015A,Haralson County District Attorney,"2,204",
"160,303",GA089015A,Bryan County District Attorney,450,
"160,294",VA0080000,Augusta County Sheriff's Office,"1,376",
"160,294",VA0230000,Craig County Sheriff's Office,"2,162",
"160,294",VA0310000,Floyd County  Sheriff's Office,"2,162",
"160,294",VA0600000,Montgomery County  Sheriff's Office,"2,162",
"160,294",VA0600100,Blacksburg Police Department,"2,162",
"160,294",VA0600300,Christiansburg Police Department,"2,162",
"160,294",VA0600400,Virginia Tech Police Department,"2,162",
"160,294",VA0820000,Rockingham County Sheriff's Office,"17,227",
"160,294",VA1120000,Harrisonburg City Police Department,"17,227",
"160,294",VA112011A,Rockingham County Commonwealth Attorney,"17,227",
"160,294",VA1260000,Staunton City Police Department,"1,078",
"160,294",VA1290000,Waynesboro Police Department,483,
"160,213",MO0151300,Lake Area Narcotics Enforcement Group,"25,000",
"160,200",GA0560100,Fayetteville Police Department,"10,114","2,801"
"160,200",GA0560200,Peachtree City Police Department,"6,544","2,801"
"160,200",GA0560300,Tyrone Police Department,"10,114","2,801"
"160,124",CA004013A,Butte County District Attorney's Office,"3,042",
"160,073",TN0110000,Cheatham County Sheriff's Office,198,
"160,073",TN0110200,Kingston Springs Police Department,198,
"160,073",TN0220100,Dickson Police Department,198,
"160,073",TN0430000,Humphreys County Sheriff's Office,198,
"160,033",CA0290100,Grass Valley Police Department,"23,288",
"160,033",CA0290200,Nevada City Police Department,"25,622",
"159,999",AZ0141200,YUMA COUNTY NARCOTICS TASK FORCE,"164,647",
"159,985",MOEQ00221,Regional Computer Crimes Education and Enforcement Group,"980,000",
"159,972",MT0430000,Roosevelt County Sheriff's Office,"5,748",
"159,969",GA1470000,The Walton County Sheriff's Office,,"6,209"
"159,962",CA043013G,Santa Clara County Probation Department,"17,549","75,045"
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"1,732",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"3,618",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"22,904",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"1,176",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"1,074",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"1,131",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,765,
"159,903",NY0050100,CITYOF AUBURN POLICE DEPT,"1,070",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,"1,442",
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,323,
"159,903",NY0050100,CITY OF AUBURN POLICE DEPT,494,
"159,897",GAGSP0000,Georgia Department of Public Safety,"25,000",
"159,777",IA0310000,Dubuque County Sheriff,"20,246",
"159,734",IL0030000,Bond County Sheriff,"2,474",
"159,728",VA1000000,Bristol VA Police Department,"16,067",
"159,728",VA1000100,Bristol VA Sheriff's Department,"49,215",
"159,699",MD0070000,Carroll County Sheriff's Office,"4,650",
"159,699",MD007013A,Carroll County States Attorney's Office,"8,572",
"159,699",MD0070800,Westminster Police Department,"1,700",
"159,699",MDMSP0200,Maryland State Police,260,
"159,685",NH0090000,"Strafford County Drug Task Force, Dover, NH","1,000",
"159,665",NY023013A,"DISTRICT ATTORNEY, KINGS COUNTY","1,373,804","111,076"
"159,665",NY030023A,"DISTRICT ATTORNEY, NEW YORK COUNTY","2,615,250","211,457"
"159,665",NY040013A,"DISTRICT ATTORNEY, QUEENS COUNTY","805,340","65,115"
"159,665",NY042013A,"DISTRICT ATTORNEY, RICHMOND COUNTY","412,120","33,322"
"159,665",NY062013A,"DISTRICT ATTORNEY, BRONX COUNTY","1,677,684","135,644"
"159,624",CA0430000,Santa Clara County Sheriff's Office,,"10,000"
"159,563",MOMHPEE99,SEMO Drug Task Force,"5,000",
"159,469",OR0220100,Albany Police Department,"3,935",
"159,418",GAGSP1500,Georgia State Patrol,"4,357",
"159,414",GAEQ06700,Gwinnett Metro Task Force,"20,555",
"159,380",UT0270000,Washington County Sheriff's Office,"7,300",
"159,380",UT0270100,St. George Police Department,"31,500",
"159,380",UT0270300,Hurricane City Police Department,"13,700",
"159,380",UT0271000,Washington City Police Department,"15,000",
"159,380",UT0271500,Ivins City Police Department,"8,000",
"159,344",VA0020100,University of Virginia Police Department,"11,117",
"159,344",VA0020300,Albemarle County Police Department,"11,117",
"159,344",VA1020000,Charlottesville Police Department,"11,117",
"159,344",VAVSP0000,Virginia State Police Department,"11,117",
"159,157",CA0010000,Alameda County Sheriff's Office,"59,413",
"159,157",CA001013G,Alameda County Probation Office,"15,928",
"159,157",CA0010600,Hayward Police Department,"15,928",
"159,157",CA0010900,Oakland Police Department,"15,928",
"159,157",CA0011400,East Bay Regional Park Police Department,"14,644",
"159,157",CA0012100,BART Police Department,"13,291",
"159,157",CA0013300,Oakland Housing Authority Police Department,"15,928",
"159,152",IA048013A,"Iowa County Attorney's Office, Des Moines IA",,136
"159,152",IA077015A,"Iowa Department of Justice, Des Moines, IA",,136
"159,034",TN0840500,Atoka Police Department,"9,448",
"158,998",WV0350000,Ohio County Sheriff's Department,"9,028",
"158,998",WV0350100,Wheeling Police Department,"21,416",
"158,715",MO0950000,St. Louis County Police Department,"79,603",
"158,579",KY0220000,Carter County Sheriff's Department,,"1,701"
"158,579",KY0220100,City of Grayson Police Department,,"1,701"
"158,579",KY0220200,City of Olive Hill Police Department,,"1,701"
"158,579",KY0450100,City of Flatwoods Police Department,,"1,701"
"158,579",KY0450300,City of Raceland Police Department,,"1,701"
"158,579",KY0450500,City of Russell Police Department,,"1,701"
"158,579",KY0680100,City of Vanceburg Police Department,,"1,701"
"158,344",CO0300004,Jefferson County Sheriff's Office,"299,700",
"158,344",CO0300100,Arvada Police Department,"187,200",
"158,344",CO030015A,Jefferson County District Attorney's Office,"37,800",
"158,344",CO0300200,Golden Police Department,"37,800",
"158,344",CO0300401,Lakewood Police Department,"262,800",
"158,344",CO0300500,Wheat Ridge Police Department,"74,700",
"158,327",TN022011J,City of Dickson Police Department,"55,952",
"158,304",SC0220000,Georgetown Sheriff Department,"34,660",
"158,304",SC0220200,Georgetown Police Department,"32,494",
"158,304",SC0260000,Horry County Sheriff Office,"36,826",
"158,304",SC0260200,Conway Police Department,"20,940",
"158,304",SC0260300,Aynor Police Department,"15,164",
"158,304",SC0260400,Horry County Police Department,"27,439",
"158,304",SC0260600,Myrtle Beach Police Department,"132,863",
"158,304",SC0260700,North Myrtle Beach Police Department,"28,161",
"158,304",SC0260800,Surfside Beach Police Department,"19,496",
"158,304",SC0261000,Coastal Carolina University Department of Public Safety,"18,774",
"158,250",IL0602900,Metropolitan Enforcement Group of Southern Illinois,"2,000",
"158,232",IA077015A,Prosecuting Attorney's Training Coordinator,262,
"158,165",IL0602900,METROPOLITAN ENFORCEMENT GROUP OF SOUTHWESTERN ILLINOIS,"11,400",
"158,068",IL0160600,Bedford Park Police Department,"1,972",
"158,068",IL0161200,Broadview Police Department,"1,972",
"158,068",IL0162300,Countryside Police Department,"1,972",
"158,068",IL0167100,Morton Grove Police Department,"1,972",
"158,068",IL0167500,Northbrook Police Department,"1,972",
"158,068",IL0169100,Posen Police Department,"1,972",
"158,068",ILCPD0000,Chicago Police Department,"1,972",
"158,029",IL0164600,Southwest Major Case Unit Task Force,500,
"158,029",IL0164600,South Suburban Major Crimes Task Force,"1,000",
"157,847",NY030023A,Office of the New York County District Attorney,"16,000,000",
"157,749",IL0494000,Lake County Metropolitan Enforcement Group Mmebership,"12,600",
"157,608",NY001035C,NYS Dept of Corrections and Community Supervision,"62,158","288,649"
"157,503",PA0094800,"Bucks County DA's Office, Doylestown, PA  18901","15,473",
"157,498",NY0590200,White Plains PD,"98,227",
"157,498",NY0590300,Mt Vernon PD,"152,724",
"157,498",NY0590400,New Rochelle PD,"123,227",
"157,498",NY0590600,Port Chester PD,"123,227",
"157,498",NY0590700,Yonkers PD,"196,451",
"157,498",NYEQ00093,Westchester County PD,"369,675",
"157,477",LALSP1600,Louisiana State Police,,"59,888"
"157,316",NY011013A,Cortland County ?District Attorney's Office,"6,606",
"157,141",NY0540100,ITHACA POLICE DEPARTMENT,"5,000",
"157,123",NY0580000,WAYNE COUNTY OFFICE OF THE SHERIFF,"5,577",
"157,074",PA0220300,Hummelstown Borough PD,"5,000",
"157,074",PA0220400,Lower Paxton Township PD,"10,000",
"157,074",PA0220600,Paxtang Borough PD,"5,000",
"157,074",PA0220700,Steelton Borough PD,"10,000",
"157,074",PA0220800,Susquehanna Township PD,"10,000",
"157,074",PA0220900,Swatara Township PD,"10,000",
"157,074",PA0221300,Penbrook Borough PD,"7,500",
"157,074",PA0221500,Derry Township PD,"10,000",
"157,074",PA0221700,Lower Swatara Township PD,"1,000",
"157,052",TX2350100,"City of Victoria Police Department, Victoria TX","30,612",
"156,891",NY0440000,ST LAWRENCE COUNTY SHERIFF'S OFFICE,"46,568",
"156,891",NY0440100,OGDENSBURG POLICE DEPARTMENT,"12,492",
"156,891",NY0442300,VILLAGE OF GOUVERNEUR POLICE DEPARTMENT,984,
"156,891",NY0445100,TOWN OF NORFOLK POLICE DEPARTMENT,"5,000",
"156,888",WV0160306,"Ranson Police Department, Ranson WV","3,000",
"156,837",NY0430000,Rockland County Sheriff's Department,"846,437",
"156,837",NY0432900,Village Of Suffern,"238,204",
"156,728",IA016013A,Cedar County Attorney,"1,011",
"156,728",IA0530000,Jones County Sheriff,"1,011",
"156,706",NYEQ00270,WAYNE COUNTY NARCOTICS ENFORCEMENT TEAM,"1,000",
"156,595",WA0310200,Edmonds Police Department,"11,668",
"156,595",WA0310400,Lynnwood Police Department,"23,336",
"156,595",WA0310600,Mountlake Terrace Police Department,"11,668",
"156,239",MI4136100,EAST GRAND RAPIDS DEPT OF PUBLIC SAFETY,"8,758",
"156,239",MI4143700,GRANDVILLE POLICE DEPARTMENT,"8,758",
"156,239",MI4180200,WALKER POLICE DEPARTMENT,"8,758",
"156,151",WA0340000,Thurston County Sheriff's Office,"5,009",
"156,151",WA0340200,City of Tumwater Police Department,"2,759",
"156,151",WA0340400,City of Lacey Police Department,"2,186",
"156,072",NY0070100,Elmira Police Department,"3,000",
"156,038",OH0180000,Cuyahoga County Sheriff,"129,768",
"156,038",OH0181500,Cleveland Heights Police,"259,535",
"156,038",OH0181800,Euclid Police,"129,768",
"156,038",OH0184800,Shaker Heights Police,"129,768",
"156,038",OH0185200,University Heights Police,"64,884",
"156,038",OH0186500,RTA Police,"259,535",
"156,038",OH0186800,CMHA Police,"129,768",
"156,038",OH0432500,Lake County Narcotics Agency,"64,884",
"156,038",OHCLP0000,Cleveland Police,"482,489","36,578"
"155,988",NJ0122500,Woodbridge Township Police Department,0,"17,800"
"155,988",NJ1201200,Middlesex County Sheriff's Department,0,"26,387"
"155,951",CO0190000,EAGLE COUNTY SHERIFF'S DEPT,"8,451",
"155,911",WI0460100,Mequon Police Department,"6,000",
"155,897",NY0110100,Cortland City Police Department,"168,250",
"155,897",NY011013C,Cortland County Sheriff's Department,"2,721",
"155,893",WA0060900,Clark-Vancouver Regional Drug Task Force,"26,076",
"155,881",MN0620400,Maplewood Police Department,"1,513",
"155,881",MN0620800,Roseville Police Deparatment,"12,634","2,737"
"155,876",NJ0020100,"Allendale P.D. Allendale, NJ",620,
"155,876",NJ0020500,"Carlstadt P.D. - Carlstadt, N.J.",828,
"155,876",NJ0021800,"Fairview P.D. - Fair Lawn, N.J.","9,426",
"155,876",NJ0022700,"Hillsdale P.D. - Hillsdale, N.J.","2,521",
"155,876",NJ0023200,"Lyndhurst P.D. - Lyndhurst, N.J.","4,305",
"155,876",NJ0023300,"Mahwah P.D. - Mahwah, N.J.","4,696",
"155,876",NJ0023800,"New Milford P.D. - New Milford, N.J.",333,
"155,876",NJ0025300,"River Vale P.D. - River Vale, N.J.","6,961",
"155,876",NJ0025600,"Rutherford P.D. - Rutherford, N.J.",520,
"155,876",NJ0026400,"Waldwick P.D. - Waldwick, N.J.","2,328",
"155,876",NJ0027100,"Bergen County P.D. - Hackensack, N.J.",628,
"155,857",CO0180600,Douglas County Sheriff - Patterned Crime Unit,"5,871",
"155,838",CO0340100,DURANGO POLICE DEPARTMENT,"3,675",
"155,838",CO0340300,IGNACIO POLICE DEPARTMENT,"1,632",
"155,838",CO0348000,LA PLATA COUNTY SHERIFF'S OFFICE,"100,129",
"155,832",OH0570200,Dayton Police Department - CIRGV Project Support,,"15,000"
"155,827",WI0130100,Madison Police Department,"10,447",
"155,815",NY0180100,City of Batavia Police Department,661,
"155,815",NY0182300,Village of LeRoy Police Department,661,
"155,806",OH0250000,Franklin County Sheriff's Office,"31,935",
"155,806",OH025013A,Franklin County Prosecutor's Office,"5,703",
"155,806",OH0250400,Gahanna Division of Police,"33,142",
"155,806",OHBCI0000,"Ohio Attorney General, BCI","33,142",
"155,806",OHCOP0000,Columbus Division of Police,"30,313",
"155,805",OH0210800,Genoa Township Division of Police,"4,462",
"155,805",OH0250000,Franklin County Sheriff's Office,"4,462",
"155,805",OH025065C,Ohio Adult Parole Authority,"4,462",
"155,805",OH0250800,Reynoldsburg Police Department,"4,462",
"155,805",OH0250900,Upper Arlington Police Division,"4,462",
"155,804",NY0552700,Town of New Paltz Police Department,0,"6,000"
"155,804",NY0555600,Town of Lloyd Police Department,0,"7,000"
"155,804",NY0556100,Town of Plattekill Police Department,0,"14,000"
"155,804",NY0556600,Town of Woodstock Police Department,0,"1,000"
"155,804",NY0558100,Town of Shandaken Police Department,0,"1,000"
"155,802",OH0210800,Genoa Township Police Department,"33,783",
"155,802",OH025065C,Ohio Adult Parole Authority,"28,781",
"155,802",OH0250800,Reynoldsburg Police Department,"89,356",
"155,802",OH0250900,Upper Arlington Police Division,"34,378",
"155,802",OHEQ00303,Franklin County Drug Task Force,"140,034",
"155,779",NY0515800,Southampton Town Police Department,"18,040",
"155,729",MN02700C1,Hennepin County Sheriff's Office,"40,000",
"155,729",MN0271500,Orono Police Department,"40,000",
"155,729",MN0273000,Medina Police Department,"20,000",
"155,729",MN0273700,West Hennepin Public Safety,"20,000",
"155,718",MN0270300,Brooklyn Park Police Department,"4,749",
"155,718",MNEQ00302,Hennepin County Violent Offender Task Force,"1,439",
"155,706",WI0410073,"Milwaukee Metropolitan Drug Enforcement Group, Milwaukee, WI","7,069",
"155,699",OH0230000,FAIRFIELD COUNTY SHERIFF,"10,000",
"155,699",OH0230100,LANCASTER POLICE DEPARTMENT,"10,000",
"155,699",OH0230900,PICKERINGTON POLICE DEPARTMENT,"10,000",
"155,699",OH0370000,HOCKING COUNTY SHERIFF,"10,000",
"155,689",TX1990100,Rockwall Police Department,"148,739",
"155,685",WI0540100,"Beloit Police Department, Beloit, WI","40,000",
"155,681",OH0210000,Delaware County Sheriff's Office,"12,624",
"155,681",OH0210013,Delaware County Prosecutor's Office,"12,624",
"155,681",OH0210100,Delaware Police Department,"8,416",
"155,681",OH0210500,Powell Police Department,"2,104",
"155,681",OH0210700,Sunbury Police Department,"4,208",
"155,681",OH0251000,Westerville Police Department,"4,208",
"155,678",CA0230000,Mendocino County Sheriff's Department,"21,002",
"155,678",CA0230100,Fort Bragg Police Department,"10,501",
"155,678",CA023013A,District Attorney's Countywide Asset Forfeiture Unit,"10,501",
"155,678",CA0230300,Ukiah Police Department,"10,501",
"155,678",CA0234040,Willits Police Department,"10,501",
"155,678",CA0349965,Department of California Highway Patrol,"10,501",
"155,622",NY014013A,Erie County District Attorney,"12,648",
"155,613",NY0590300,Mount Vernon Police Department,"31,798",
"155,613",NY0590700,Yonkers Police Department,"31,798",
"155,613",NY1010000,New York State Police Department,"49,773",
"155,603",MO0920300,CITY OF ST CHARLES,"1,372","11,607"
"155,603",MO0950200,CITY OF BALLWIN,"1,373","11,606"
"155,603",MO0950400,BELLEFONTAINE NEIGHBORS,"1,372","11,607"
"155,603",MO0952800,CITY OF FERGUSON,"1,373","11,607"
"155,603",MO0954700,CITY OF MANCHESTER,"1,373","11,607"
"155,603",MO0958000,CITY OF WEBSTER GROVES,"1,372","11,607"
"155,603",MO0958400,CITY OF WOODSON TERRACE,"1,372","11,607"
"155,603",MO0959A00,CITY OF CHESTERFIELD,"1,373","11,607"
"155,603",MOEQ00221,RCCEEG,0,"1,470,000"
"155,579",OH0180000,Cuyahoga County Sheriff's Office,"9,152",
"155,578",OH0481500,Washington Township Police Department,"3,928",
"155,577",MO0500000,Jefferson County Sheriff Office,"7,324",
"155,577",MO0500300,Festus Police Dept.,"1,308",
"155,577",MO0920100,O'Fallon Police Dept.,"78,347",
"155,577",MO0920400,St. Peters Police Dept.,"97,686",
"155,577",MO0950000,St. Louis County Police Dept.,"64,218",
"155,577",MO0951400,Clayton Police Dept,"101,362",
"155,577",MO0953800,Hazelwood Police Dept,"78,265",
"155,577",MO0954400,Ladue Police Dept,"114,435",
"155,577",MO0959A00,Chesterfield Police Dept,"81,943",
"155,574",TX0640000,DIMMIT COUNTY SHERIFF'S OFFICE,"8,200",
"155,526",WIMPD0000,Milwaukee Police Department,"5,417",
"155,496",PA0154500,Chester County Detectives Office,"39,559",
"155,458",NY0060100,Dunkirk Police Department,"3,044",
"155,458",NY0060200,Jamestown Police Department,"1,845",
"155,421",NH0080000,Rockingham County Sheriff's Office,"1,667",
"155,412",CO1800000,Douglas County Pattern Crimes Unit Task Force,"14,091",
