CERTIFICATIONID,AGENCYNAME,NCIC
"161,209",Bell Gardens Police Department,CA0190900
"161,209",Burbank Police Department,CA0191200
"161,209",Calexico Police Department,CA0130200
"161,209",Claremont Police Department,CA0191300
"161,209",Covina Police Department,CA0191600
"161,209",Culver City Police Department,CA0191800
"161,209",Downey Police Department,CA0192000
"161,209",El Monte Police Department,CA0192200
"161,209",El Segundo Police Department,CA0192300
"161,209",Gardena Police Department,CA0192400
"161,209",Glendale Police Department,CA0192500
"161,209",Glendora Police Department,CA0192600
"161,209",Hawthorne Police Department,CA0192800
"161,209",Hermosa Beach Police Department,CA0192900
"161,209",Huntington Park Police Department,CA0193100
"161,209",Inglewood Police Department,CA0193300
"161,209",Irwindale Police Department,CA0193400
"161,209",La Verne Police Department,CA0193800
"161,209",Long Beach Police Department,CA0194100
"161,209",Los Angeles City Police Department,CA0194200
"161,209",Los Angeles County Sheriff's Department,CA0190036
"161,209",Manhattan Beach Police Department,CA0194400
"161,209",Monrovia Police Department,CA0194600
"161,209",Montebello Police Department,CA0194700
"161,209",Monterey Park Police Department,CA0194800
"161,209",Palos Verdes Estates Police Department,CA0195100
"161,209",Pasadena Police Department,CA0195300
"161,209",Pomona Police Department,CA0195500
"161,209",Redondo Beach Police Department,CA0195600
"161,209",San Fernando Police Department,CA0196100
"161,209",San Gabriel Police Department,CA0196200
"161,209",San Marino Police Department,CA0196300
"161,209",Santa Monica Police Department,CA0196500
"161,209",Sierra Madre Police Department,CA0196600
"161,209",Signal Hill Police Department,CA0196700
"161,209",South Pasadena Police Department,CA0197000
"161,209",State of California Bureau of Investigation,CA0340496
"161,209",State of California Highway Patrol,CA0199901
"161,209",Torrance Police Department,CA0197200
"161,209",U.S. Customs / I.C.E.,CAUSC9600
"161,209",West Covina Police Department,CA0197500
"161,209",Whittier Police Department,CA0197600
"161,206",California Department of Health Care Services - No NCIC number,CA0000000
"161,206",Los Angeles County Sheriff's Department,CA0190036
"161,206","U.S. Health and Human Services, Office of Inspector General - NA",CA0000000
"161,188",Asheville Police Department,NC0110100
"161,188",Black Mountain Police Department,NC0110200
"161,188",Buncombe County Sheriff's Office,NC0110000
"161,182",Amador District Attorney,CA034000A
"161,182",Amador Sheriff's Department,CA034000A
"161,182",Calaveras District Attorney,CA034000A
"161,182",Calaveras Sheriff's Department,CA034000A
"161,182",California Department of Insurance,CA034000A
"161,182",California Department of Justice,CA034000A
"161,182",California Dept of Health Care Svcs,CA034000A
"161,182",California Highway Patrol (Valley Division),CA034000A
"161,182",California State Controller's Office,CA034000A
"161,182",Ceres Police Department,CA034000A
"161,182",Citrus Heights Police Department,CA034000A
"161,182",El Dorado Sheriff's Department,CA034000A
"161,182",Elk Grove Police,CA034000A
"161,182",Employment Development Dept,CA034000A
"161,182",Escalon Police,CA034000A
"161,182",Folsom Police Department,CA034000A
"161,182",Galt Police Department,CA034000A
"161,182",Grass Valley Police Department,CA034000A
"161,182",Gustine Police Department,CA034000A
"161,182",Ione Police Department,CA034000A
"161,182",Livingston Police Department,CA034000A
"161,182",Lodi Police Department,CA034000A
"161,182",Los Rios Police Department,CA034000A
"161,182",Manteca Police,CA034000A
"161,182",Mariposa Sheriff's Department,CA034000A
"161,182",Marysville Police,CA034000A
"161,182",Merced Police Department,CA034000A
"161,182",Merced Sheriff's Department,CA034000A
"161,182",Modesto Police Department,CA034000A
"161,182",Nevada County Sheriff,CA034000A
"161,182",Oakdale Police Department,CA034000A
"161,182",Placer Sheriff's Department,CA034000A
"161,182",Rancho Cordova Police Department,CA034000A
"161,182",Ripon Police Department,CA034000A
"161,182",Rocklin Police Department,CA034000A
"161,182",Roseville Police Department,CA034000A
"161,182",Sacramento County Dept of Human Assistance,CA034000A
"161,182",Sacramento County Probation Department,CA034000A
"161,182",Sacramento County Sheriff's Department,CA034000A
"161,182",Sacramento Police Department,CA034000A
"161,182",San Joaquin Sheriff's Department,CA034000A
"161,182",Stanislaus County District Attorney,CA034000A
"161,182",Stanislaus Sheriff's Department,CA034000A
"161,182",Stockton Police Department,CA034000A
"161,182",Stockton Unified School District Police Department,CA034000A
"161,182",Sutter Sheriff,CA034000A
"161,182",Tracy Police,CA034000A
"161,182",Truckee Police Department,CA034000A
"161,182",Turlock Police Department,CA034000A
"161,182",U.S. Homeland Security ICE,CA034000A
"161,182",U.S. Secret Service,CA034000A
"161,182","University of California, Davis, Police Department",CA034000A
"161,182",Woodland Police,CA034000A
"161,182",Yolo District Attorney's Office,CA034000A
"161,182",Yuba City Police Department,CA034000A
"161,182",Yuba County Sheriff's Department,CA034000A
"161,150",Albertville P.D.,AL0500100
"161,150",Arab P.D.,AL0500300
"161,139",Clayton County Narcotics Unit,GA0310900
"161,139",Clayton County Police Department,GA0310100
"161,136",JEFFERSON COUNTY SHERIFF'S OFFICE,KY0560000
"161,136",KENTUCKY STATE POLICE,KYKSP0000
"161,136",LOUISVILLE METRO POLICE DEPARTMENT,KY0568000
"161,082",Cecil County Sheriff's Office,MD0080000
"161,082",Cecil County State's Attorney,MD008013A
"161,082",Elkton Police Department,MD0080400
"161,082",Maryland State Police,MDMSP9800
"161,071",WEED POLICE DEPARTMENT,CA0470800
"161,071",YREKA POLICE DEPARTMENT,CA0470900
"161,061",BUENA PARK POLICE DEPARTMENT,CA0300300
"161,061",CALIFORNIA STATE UNIVERSITY FULLERTON POLICE,CA0302700
"161,061",FOUNTAIN VALLEY POLICE DEPARTMENT,CA0300700
"161,061",LA PALMA POLICE DEPARTMENT,CA0300600
"161,061",NEWPORT BEACH POLICE DEPARTMENT,CA0301400
"161,061",ORANGE COUNTY SHERIFF DEPARTMENT,CA0300000
"161,061",ORANGE POLICE DEPARTMENT,CA0301500
"161,061",SANTA ANA POLICE DEPARTMENT,CA0301900
"161,061",TUSTIN POLICE DEPARTMENT,CA0302200
"161,054",Davis Police Department,CA0570100
"161,054",UC Davis Police Department,CA0579700
"161,054",West Sacramento Police Department,CA0570400
"161,054",Winters Police Department,CA0570200
"161,054",Woodland Police Department,CA0570300
"161,054",Yolo County District Attorney's Office,CA057033A
"161,054",Yolo County Probation Department,CA0570130
"161,054",Yolo County Sheriff,CA0570000
"161,049",Advance Police Department,MO1040100
"161,049",Benton Police Department,MO1010700
"161,049",Bertrand Police Department,MO0670400
"161,049",Bollinger County Sheriff Department,MO0090000
"161,049",Butler County Sheriff's Office,MO0120000
"161,049",Campbell Police Department,MO0350100
"161,049",Cape Girardeau City Police Department,MO0160100
"161,049",Cape Girardeau County Sheriff Department,MO0160000
"161,049",Chaffee Police Department,MO1010100
"161,049",Charleston Department of Public Safety,MO0670100
"161,049",Dexter Police Department,MO1040400
"161,049",Dunklin County Sheriff's Department,MO0350000
"161,049",East Prairie Police Department,MO0670200
"161,049",Jackson Police Department,MO0160200
"161,049",Kennett Police Department,MO0350500
"161,049",Malden Police Department,MO0350600
"161,049",Miner Police Department,MO1010900
"161,049",Mississippi County Sheriff's Department,MO0670000
"161,049",Missouri State Highway Patrol,MOMHP0006
"161,049",Morehouse Police Department,MO0720300
"161,049",New Madrid City Police Department,MO0720400
"161,049",New Madrid County Sheriff's Department,MO0720000
"161,049",Parma Police Department,MO0720500
"161,049",Pemiscot County Sheriff Department,MO0780000
"161,049",Perry County Sheriff's Department,MO0790000
"161,049",Perryville Police Department,MO0790100
"161,049",Piedmont Police Department,MO1120100
"161,049",Poplar Bluff Police Department,MO0120200
"161,049",Portageville Police Department,MO0720600
"161,049",Ripley County Sheriff's Department,MO0910000
"161,049",Scott City Police Department,MO1010500
"161,049",Sikeston Department of Public Safety,MO1010600
"161,049",Stoddard County Sheriff Department,MO1040000
"161,049",Wayne County Sheriff Department,MO1120000
"161,035",City of Palm Springs Narcotics Task Force,CAEQ00118
"161,035",City of Palm Springs Narcotics Task Force,CAEQ00118
"161,024",Arkansas State Police,ARASP0000
"161,024",Garland County Prosecuting Attorney,AR026015A
"161,024",Garland County Sheriff's Office,AR0260200
"161,024",Hot Springs Police Department,AR0260100
"161,022",City of Santa Ana Police Department,CA0301900
"161,022",Orange County District Attorney,CA030013A
"161,022",Orange County Probation Department,CA030013G
"161,022",Orange County Sheriff's Department,CA0300000
"161,012",ATF,KYATF0300
"161,012",Bowling Green Police Department,KY1140100
"161,012",Kentucky State Police,KYKSP0300
"161,012",Warren County Sheriff's Office,KY1140000
"161,012",Western Kentucky University Police Department,KY1140200
"160,994",Ash Grove Police Department,MO0390100
"160,994",Aurora Police Department,MO0550100
"160,994",Billings Police Department,MO0220100
"160,994",Bolivar Police Department,MO0840100
"160,994",Branson Police Department,MO1070100
"160,994",Branson West Police Department,MO1050600
"160,994",Buffalo Police Department,MO0300100
"160,994",Christian County Sheriff's Department,MO0220000
"160,994",Clever Police Department,MO0220400
"160,994",Crane Police Department,MO1050100
"160,994",Dallas County Sheriff's Department,MO0300000
"160,994",Fair Grove Police Department,MO0390700
"160,994",Fair Play Police Department,MO0840900
"160,994",Fordland Police Department,MO1130400
"160,994",Forsyth Police Department,MO1070411
"160,994",Greene County Sheriff's Department,MO0390000
"160,994",Hickory County Sheriff's Department,MO0430000
"160,994",Hollister Police Department,MO1070300
"160,994",Humansville Police Department,MO0840200
"160,994",Kimberling City Police Department,MO1050500
"160,994",Lawrence County Sheriff's Department,MO0550000
"160,994",Marionville Police Department,MO0500200
"160,994",Marshfield Police Department,MO1130100
"160,994",Miller Police Department,MO0550300
"160,994",Missouri State Highway Patrol,MOMHPDD15
"160,994",Mount Vernon Police Department,MO0550400
"160,994",Nixa Police Department,MO0220200
"160,994",Ozark Police Department,MO0220300
"160,994",Polk County Sheriff's Department,MO0840000
"160,994",Reeds Spring Police Department,MO1050300
"160,994",Republic Police Department,MO0390200
"160,994",Rockaway Beach Police Department,MO1070400
"160,994",Rogersville Police Department,MO1130600
"160,994",Seymour Police Department,MO1130200
"160,994",Sparta Police Department,MO0220500
"160,994",Springfield Police Department,MO0390300
"160,994",Stone County Sheriff's Department,MO1050000
"160,994",Strafford Police Department,MO0390800
"160,994",Taney County Sheriff's Department,MO1070000
"160,994",Walnut Grove Police Department,MO0390400
"160,994",Webster County Sheriff's Department,MO1130000
"160,994",Willard Police Department,MO0390900
"160,963","CALIFORNIA HIGHWAY PATROL - 2020 Junction Ave., San Jose, CA",CA0349965
"160,963","CAMPBELL PD - 70 N First St., Campbell, CA",CA0430200
"160,963","LOS GATOS PD - 110 E. Main St., Los Gatos, CA",CA0043070
"160,963","MOUNTAIN VIEW PD - 1000 Villa St., Mountain View, CA",CA0431100
"160,963","SAN JOSE PD - 201 Mission St., San Jose, CA",CA0431300
"160,963","SANTA CLARA COUNTY PROBATION DEPT. - 2600 N. First St., San Jose, CA",CA043013G
"160,963","SANTA CLARA PD - 601 El Camino Real, Santa Clara, CA",CA0431040
"160,957",Chesterfield County Commonwealth Attorney,VA021013A
"160,957",Chesterfield County Police Department,VA0200000
"160,957",Colonial Heights Commonwealth Attorney,VA105011A
"160,957",Colonial Heights Police Department,VA1050000
"160,957",Dinwiddie County Commonwealth Attorney,VA027013A
"160,957",Dinwiddie County Sheriff's Department,VA0260000
"160,957",Hopewell Commonwealth Attorney,VA113013A
"160,957",Hopewell Police Department,VA1130000
"160,957",Petersburg Commonwealth Attorney,VA119011A
"160,957",Petersburg Police Department,VA1180000
"160,957",Prince George Commonwealth Attorney,VA074013A
"160,957",Prince George Police Department,VA0740000
"160,957",Virginia State Police,VAVSP0000
"160,941",BUREAU OF LAND MANAGMENT,ORD110010
"160,941",DOUGLAS COUNTY DISTRICT ATTORNEY'S OFFICE,OR010013A
"160,941",DOUGLAS COUNTY SHERIFF'S OFFIC,OR0100000
"160,941",OREGON STATE POLICE,OR0SP3700
"160,941",ROSEBURG POLICE DEPARTMENT,OR0100500
"160,934",California Highway Patrol,CA0199800
"160,934",El Monte Police Department,CA0192200
"160,934",Long Beach Police Department,CA0194100
"160,934",Los Angeles Police Department,CA0194200
"160,894",Cross County Arkansas,AR0190000
"160,894",Lee County Arkansas,AR0390000
"160,894",Monroe County Arkansas,AR0480000
"160,894",Phillips County Arkansas,AR0540000
"160,894",St. Francis County Arkansas,AR0620000
"160,894",Woodruff County Arkansas,AR0740000
"160,880",Clarkston PD,WA0020100
"160,880",Colfax PD,WA0380100
"160,880",Latah County SO,ID0290000
"160,880",Moscow PD,ID0290500
"160,880",Nez Perce County PA,ID035013A
"160,880",Nez Perce County SO,ID0350000
"160,880",Nez Perce Tribal Police,ID0350300
"160,880",Pullman PD,WA0380300
"160,880",Washington State University PD,WA0380500
"160,880",Whitman County PA,WA038013A
"160,880",Whitman County SO,WA0380000
"160,864",La Paz County Sheriff's Office,AZ0150000
"160,864",United States Border Patrol - Blythe,CACBP2000
"160,860",CALCASIEU PARISH SHERIFF'S DEPARTMENT,LA0100000
"160,860",DEQUINCY POLICE DEPARTMENT,LA0100100
"160,860",IOWA POLICE DEPARTMENT,LA0100700
"160,860",LAKE CHARLES POLICE DEPARTMENT,LA0100200
"160,860",UNITED STATES BORDER PATROL,LACBP03S1
"160,860",VINTON POLICE DPEARTMENT,LA0100400
"160,860",WESTLAKE POLICE DEPARTMENT,LA0100500
"160,834",Brighton Police Department,NY0275000
"160,834",Drug Enforcment Agency,NYDEA0700
"160,834",East Rochester Police Department,NY0272400
"160,834",Greece Police Department,NY0275400
"160,834",Monroe County District Attorney's Office,NY027013A
"160,834",Monroe County Sheriff's Office,NY0270000
"160,834",NYS National Guard Counterdrug Program,NYQNGCD22
"160,834",Rochester Police Department,NY0270100
"160,834",United States Border Patrol,NYCBP0200
"160,787",Clarksville Police Department,AR0360100
"160,787",Franklin County Sheriff's Office,AR0240000
"160,787",Johnson County Sheriff's Office,AR0360000
"160,787",Ozark Police Department,AR0240100
"160,787",Pope County Sheriff's Office,AR0580000
"160,787",Russellville Police Department,AR0580100
"160,780",City of Norton Police Department,VA1180000
"160,780",Dickenson County Sheriff's Office,VA0250000
"160,780",Lee County Sheriff's Office,VA0520000
"160,780",Scott County Sheriff's Office,VA0840000
"160,780",Southwest Virginia Drug Task Force (4M),VAVTF2004
"160,780",Town of Big Stone Gap Police Department,VA0960200
"160,780",Virginia State Police,VAVSP0400
"160,780",Wise County Sheriff's Office,VA0960000
"160,749",Artesia Police Department,NM0080300
